122,102,102,122,44,44,164,122,122,102,102,122,122,122,122,122,122,122,122,122,122
122,102,122,44,44,2,44,164,122,102,102,102,102,122,122,102,102,102,122,122,122
102,122,44,44,22,64,23,44,164,102,102,102,122,122,122,122,122,102,122,102,122
122,122,44,44,44,44,44,44,44,44,44,44,44,44,164,122,122,102,122,122,122
122,102,44,64,44,44,44,44,44,44,44,44,44,80,80,80,164,102,122,122,122
102,122,122,44,44,44,44,80,44,44,44,44,44,44,44,44,80,44,44,44,44
102,102,122,122,122,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
122,122,122,122,122,122,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
122,102,102,122,122,122,84,84,86,87,87,84,85,86,87,122,122,122,122,122,122
122,122,102,102,122,122,122,122,106,105,106,106,105,104,122,122,122,102,122,122,122
122,102,122,122,102,122,122,122,122,122,122,122,122,122,122,122,102,122,102,122,122
122,102,102,102,102,122,122,122,122,122,102,122,122,122,102,122,122,122,122,122,122
122,122,122,122,122,122,122,122,102,122,122,122,122,122,122,122,122,122,122,122,122
