122,122,122,103,80,44,44,101,102,102,102,102,102,102,102,102,102,102,102,122,122
182,182,182,183,80,80,44,181,182,162,102,102,102,102,122,102,122,122,122,161,182
80,80,80,80,80,80,44,44,44,181,162,102,161,182,182,162,161,182,182,183,44
80,80,80,80,80,80,80,80,80,80,181,182,183,44,44,181,183,44,44,44,80
80,80,80,80,80,80,80,80,80,80,44,44,80,80,80,80,44,44,44,44,80
83,60,44,80,80,80,80,80,80,80,80,80,80,44,44,44,80,80,80,44,80
103,80,44,44,44,44,44,44,44,80,44,44,80,80,80,44,80,80,44,80,80
103,60,60,44,44,44,44,44,44,44,80,80,40,44,60,80,80,80,80,80,80
103,80,80,80,44,80,44,80,80,80,41,80,80,80,80,80,80,80,80,81,82
103,80,80,80,41,80,80,80,41,80,80,80,80,80,80,60,80,80,80,101,102
103,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,40,101,122
103,80,80,80,80,80,60,44,80,80,80,80,80,80,80,80,41,80,80,101,102
103,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,101,122
