102,122,102,122,102,103,44,44,41,44,44,44,44,44,44,44,44,44,44,44,44
182,182,182,182,182,183,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
80,44,44,80,80,80,44,41,44,44,44,44,44,22,44,2,44,44,44,44,44
80,80,44,80,80,80,80,80,80,44,44,44,44,44,44,44,44,44,44,44,80
80,44,44,80,80,80,41,80,80,80,44,44,22,44,80,23,44,44,44,44,80
44,44,44,80,80,80,80,80,80,80,80,44,44,44,44,44,44,44,44,44,80
44,44,44,44,44,41,44,44,44,80,44,44,80,44,80,44,44,44,44,44,80
44,80,80,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,80,44,44
82,83,80,80,44,80,44,44,44,44,44,80,80,44,44,44,80,44,44,44,44
102,103,80,80,44,44,80,44,44,44,44,44,44,80,44,44,44,44,44,81,82
122,103,80,80,80,44,44,44,44,44,44,44,44,44,44,44,44,44,44,101,102
102,103,80,80,44,80,44,44,80,44,44,80,80,80,44,44,44,44,44,101,122
122,103,80,80,80,80,80,80,80,80,80,80,80,80,80,44,80,80,80,101,102
