122,122,122,122,122,122,122,102,102,102,102,102,102,102,102,102,102,102,102,122,122
105,105,122,122,122,122,122,102,102,122,102,102,122,122,122,122,122,122,122,122,122
122,105,105,105,105,105,105,104,104,106,106,106,106,106,106,106,106,106,106,104,106
122,122,122,122,122,122,122,122,122,122,122,106,106,106,104,106,122,122,122,122,122
122,122,122,122,122,122,122,122,122,122,122,102,102,102,45,102,102,122,122,122,122
122,122,122,122,122,44,164,102,102,102,80,80,44,44,44,44,80,80,80,122,122
122,122,122,122,165,44,44,164,102,165,44,44,44,44,64,44,44,44,44,122,122
102,122,122,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,122,122
122,102,124,44,44,44,44,44,44,44,44,44,122,122,122,122,122,122,122,122,122
122,102,124,44,44,44,44,44,44,44,122,122,122,122,122,122,102,102,122,122,122
122,122,124,44,44,44,44,44,44,102,122,122,102,122,122,122,122,122,122,102,122
102,102,102,44,44,44,44,44,102,102,102,122,122,122,122,122,122,122,122,122,122
122,102,102,122,64,64,122,122,122,122,122,122,122,122,122,122,102,122,122,122,122
