102,102,102,108,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
102,102,102,106,102,44,44,44,44,44,44,44,44,44,44,44,44,164,102,102,102
102,102,102,108,165,44,44,44,44,44,44,44,44,44,44,44,44,44,164,102,102
102,102,165,104,44,44,44,44,44,44,44,44,44,44,44,80,44,44,44,44,44
102,165,44,104,44,44,44,44,44,44,44,44,80,80,80,80,44,44,44,44,44
44,44,44,128,44,80,80,80,80,80,80,64,44,44,44,44,80,44,44,44,44
44,44,87,65,87,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,106,106,106,44,44,44,44,44,44,80,44,64,44,44,44,44,44,44,44
102,65,106,106,106,84,84,85,86,87,88,44,64,44,44,44,44,44,44,44,44
102,105,104,106,106,106,106,104,106,104,104,84,85,86,84,85,86,87,88,44,44
102,102,105,65,104,65,106,106,106,104,65,104,106,106,106,106,106,104,104,85,86
102,102,102,105,105,105,104,106,106,106,106,106,106,104,105,104,106,106,104,104,104
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
