102,143,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,101,122
122,165,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,141,122
44,44,44,44,80,80,44,44,44,44,44,44,44,44,44,44,44,44,44,164,122
80,80,44,80,80,80,80,44,44,44,44,44,44,44,44,44,44,44,44,44,102
80,44,44,80,80,80,44,44,44,44,44,44,44,44,201,44,44,44,44,102,102
44,44,44,80,44,44,44,80,80,44,44,44,44,44,44,44,44,44,44,102,122
44,44,44,44,44,44,44,44,44,80,44,44,44,44,80,44,44,44,102,102,122
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,102,102,122,122
102,102,44,44,44,80,44,44,44,44,44,80,80,44,44,44,102,102,122,122,122
102,102,102,102,102,102,102,84,87,89,85,86,89,102,102,102,102,122,122,122,122
102,122,122,122,122,122,102,102,102,102,102,102,102,102,122,122,122,122,122,122,122
102,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
102,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
