44,44,44,44,44,23,44,44,44,44,44,44,44,44,44,23,44,44,44,44,44
44,0,1,44,44,44,44,44,44,44,44,22,44,44,44,44,44,44,44,2,44
44,20,21,44,44,44,4,5,6,44,44,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,24,25,26,44,23,44,44,44,44,22,44,44,44,44,44
44,44,44,4,5,6,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
43,44,44,24,25,26,44,44,44,44,44,44,44,44,44,44,44,44,60,44,40
40,44,44,44,44,44,44,41,44,44,44,44,44,44,44,44,41,44,44,44,40
40,44,44,44,44,44,44,44,44,44,44,61,44,44,44,44,44,44,44,44,40
40,44,44,44,44,60,44,44,44,40,60,40,40,44,44,44,44,40,44,44,40
40,44,44,44,44,44,44,44,44,44,44,44,44,44,40,44,44,44,44,44,40
83,44,44,44,44,44,41,44,44,44,44,44,44,44,81,82,83,44,44,41,40
103,44,44,44,44,40,44,44,44,44,44,44,44,44,101,102,103,44,44,44,60
123,82,82,83,44,44,44,81,89,89,89,89,89,89,121,122,123,89,89,89,60
