44,44,44,44,44,23,44,44,44,44,44,44,44,44,44,23,44,44,44,44
44,0,1,44,44,44,44,44,44,44,44,22,44,44,44,44,44,44,44,44
44,20,21,44,44,44,4,5,6,44,44,44,44,44,44,44,44,44,44,40
44,44,44,44,44,44,24,25,26,44,23,44,44,44,44,22,44,44,44,62
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,44,44,2,44,44,44,44,44,44,44,44,44,44,44,44,44,60,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,44,44,3,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,40,60,40,40,44,44,44,44,44,44,40
44,44,44,44,44,44,44,44,44,62,40,60,63,44,44,44,44,44,44,62
82,82,82,82,82,82,82,83,84,84,84,84,84,84,81,82,83,44,44,44
122,102,122,102,122,102,122,103,104,104,104,104,104,104,101,102,103,44,41,60
